"fecha","temp_media_c","temp_max_c","temp_min_c"
2020-01-01,-0.482258064516129,10.9924731182796,-16.2069892473118
2020-01-02,-0.288617886178862,11.2121951219512,-16.0146341463415
2020-01-03,-0.118709677419355,11.4458064516129,-15.8374193548387
2020-01-04,-0.392682926829268,11.125,-16.1170731707317
2020-01-05,-0.688888888888889,10.7375,-16.4131944444444
2020-01-06,-0.48843537414966,10.9993197278912,-16.2102040816327
2020-01-07,-0.352380952380952,11.1698412698413,-16.0698412698413
2020-01-08,-0.796296296296296,10.5962962962963,-16.5185185185185
2020-01-09,-0.167567567567568,11.2954954954955,-15.8918918918919
2020-01-10,-0.578571428571429,10.8491071428571,-16.2991071428571
2020-01-11,-0.48130081300813,10.9731707317073,-16.2008130081301
2020-01-12,-0.0681528662420382,11.4624203821656,-15.7891719745223
2020-01-13,-0.5,10.978640776699,-16.2174757281553
2020-01-14,-0.701333333333333,10.774,-16.4193333333333
2020-01-15,-0.399295774647887,11.1021126760563,-16.1197183098592
2020-01-16,-0.5624,10.9032,-16.284
2020-01-17,-0.278333333333333,11.2225,-16.0016666666667
2020-01-18,-0.232258064516129,11.1895161290323,-15.9532258064516
2020-01-19,-0.286666666666667,11.3075,-16.0083333333333
2020-01-20,-0.332926829268293,11.1963414634146,-16.0560975609756
2020-01-21,-0.351304347826087,11.2226086956522,-16.0634782608696
2020-01-22,-0.227272727272727,11.2077922077922,-15.9551948051948
2020-01-23,-0.634848484848485,10.7795454545455,-16.3606060606061
2020-01-24,-0.506306306306306,10.9837837837838,-16.2342342342342
2020-01-25,-0.176470588235294,11.3227941176471,-15.9022058823529
2020-01-26,-0.626351351351351,10.8344594594595,-16.3425675675676
2020-01-27,-0.337121212121212,11.1825757575758,-16.0606060606061
2020-01-28,-0.388235294117647,11.1949579831933,-16.1016806722689
2020-01-29,-0.268965517241379,11.1662068965517,-15.9862068965517
2020-01-30,-0.359183673469388,11.0387755102041,-16.084693877551
2020-01-31,-0.122222222222222,11.4232323232323,-15.8393939393939
2020-02-01,-0.845588235294118,12.7720588235294,-18.1889705882353
2020-02-02,-0.581730769230769,13.7394230769231,-18.4201923076923
2020-02-03,-0.664655172413793,13.6405172413793,-18.5034482758621
2020-02-04,-0.918125,13.376875,-18.758125
2020-02-05,-0.522727272727273,13.8022727272727,-18.3659090909091
2020-02-06,-0.6578125,13.58125,-18.5
2020-02-07,-0.220588235294118,14.1095588235294,-18.0698529411765
2020-02-08,-0.55,13.7107142857143,-18.3907142857143
2020-02-09,-0.396212121212121,13.9204545454545,-18.2416666666667
2020-02-10,0.112142857142857,14.4928571428571,-17.7342857142857
2020-02-11,-0.40125,13.90375,-18.24625
2020-02-12,-0.502272727272727,13.7681818181818,-18.3424242424242
2020-02-13,-0.179605263157895,14.1092105263158,-18.0243421052632
2020-02-14,-0.567,13.74,-18.413
2020-02-15,-0.629605263157895,13.6914473684211,-18.4697368421053
2020-02-16,-0.0855769230769231,14.2605769230769,-17.9336538461538
2020-02-17,-0.775,13.531875,-18.618125
2020-02-18,-0.103260869565217,14.2413043478261,-17.9489130434783
2020-02-19,-0.4875,13.8448529411765,-18.325
2020-02-20,-0.569117647058824,13.7279411764706,-18.4132352941176
2020-02-21,-0.616489361702128,13.6882978723404,-18.461170212766
2020-02-22,-0.667682926829268,13.6390243902439,-18.5073170731707
2020-02-23,-0.431481481481481,13.9833333333333,-18.2740740740741
2020-02-24,-0.731034482758621,13.5741379310345,-18.5784482758621
2020-02-25,-0.871590909090909,13.4420454545455,-18.7136363636364
2020-02-26,-0.453787878787879,13.8121212121212,-18.2954545454545
2020-02-27,-1.01363636363636,13.225,-18.8522727272727
2020-02-28,-0.732954545454545,13.5977272727273,-18.5738636363636
2020-02-29,-0.340625,13.995625,-18.18875
2020-03-01,4.51136363636364,18.9477272727273,-6.35151515151515
2020-03-02,6.0425,20.62625,-3.265
2020-03-03,5.31018518518519,19.8166666666667,-4.00092592592593
2020-03-04,5.95546875,20.4546875,-3.353125
2020-03-05,5.52307692307692,19.9509615384615,-3.78942307692308
2020-03-06,6.12837837837838,20.6371621621622,-3.17837837837838
2020-03-07,6.55405405405405,21.047972972973,-2.75743243243243
2020-03-08,5.91928571428571,20.4192857142857,-3.39285714285714
2020-03-09,5.98428571428571,20.4385714285714,-3.32214285714286
2020-03-10,6.28303571428571,20.8232142857143,-3.02232142857143
2020-03-11,5.91416666666667,20.4258333333333,-3.39083333333333
2020-03-12,5.7025,20.2475,-3.60333333333333
2020-03-13,5.38214285714286,19.9042857142857,-3.92785714285714
2020-03-14,5.9328125,20.4901041666667,-3.3734375
2020-03-15,5.90675675675676,20.4614864864865,-3.40135135135135
2020-03-16,5.81120689655172,20.2991379310345,-3.49913793103448
2020-03-17,5.903125,20.4333333333333,-3.40729166666667
2020-03-18,5.4953488372093,20.0075581395349,-3.81802325581395
2020-03-19,5.86442307692308,20.3413461538462,-3.44903846153846
2020-03-20,5.79934210526316,20.2796052631579,-3.51381578947368
2020-03-21,5.89779411764706,20.3757352941176,-3.41029411764706
2020-03-22,5.43611111111111,19.9652777777778,-3.875
2020-03-23,6.01785714285714,20.5797619047619,-3.28928571428571
2020-03-24,5.6801724137931,20.2163793103448,-3.625
2020-03-25,5.72916666666667,20.2125,-3.58020833333333
2020-03-26,5.40520833333333,19.9260416666667,-3.903125
2020-03-27,5.6219696969697,20.1992424242424,-3.68863636363636
2020-03-28,5.72666666666667,20.1608333333333,-3.585
2020-03-29,5.75564516129032,20.2411290322581,-3.55322580645161
2020-03-30,5.82410714285714,20.3428571428571,-3.48214285714286
2020-03-31,5.775,20.313,-3.534
2020-04-01,7.78194444444444,24.9041666666667,-2.79722222222222
2020-04-02,9.19134615384615,27.7673076923077,-2.19615384615385
2020-04-03,9.5625,28.24375,-1.8234375
2020-04-04,9.3421875,27.94375,-2.04453125
2020-04-05,9.1234375,27.7203125,-2.26484375
2020-04-06,9.01634615384615,27.7163461538462,-2.37019230769231
2020-04-07,9.03680555555556,27.6458333333333,-2.35277777777778
2020-04-08,9.25723684210526,27.8598684210526,-2.13026315789474
2020-04-09,9.233,27.717,-2.151
2020-04-10,8.74333333333333,27.415,-2.64333333333333
2020-04-11,9.254,27.866,-2.134
2020-04-12,8.76018518518518,27.5546296296296,-2.61388888888889
2020-04-13,9.0725,27.77125,-2.305
2020-04-14,8.74736842105263,27.45,-2.64342105263158
2020-04-15,9.02083333333333,27.6791666666667,-2.36527777777778
2020-04-16,9.16465517241379,27.775,-2.22241379310345
2020-04-17,9.40185185185185,28.0185185185185,-1.98703703703704
2020-04-18,9.08467741935484,27.741935483871,-2.30725806451613
2020-04-19,8.91041666666667,27.5520833333333,-2.47395833333333
2020-04-20,9.50795454545455,28.1306818181818,-1.87954545454545
